video_id,generator,mllm,batch_date,verdict,confidence,1.1_texture__detected,1.1_texture__severity,1.1_texture__evidence,1.2_boundary__detected,1.2_boundary__severity,1.2_boundary__evidence,1.3_lighting__detected,1.3_lighting__severity,1.3_lighting__evidence,1.4_watermark__detected,1.4_watermark__severity,1.4_watermark__evidence,2.1_human_anatomy__detected,2.1_human_anatomy__severity,2.1_human_anatomy__evidence,2.2_non_human_anatomy__detected,2.2_non_human_anatomy__severity,2.2_non_human_anatomy__evidence,2.3_object_structural__detected,2.3_object_structural__severity,2.3_object_structural__evidence,2.4_scene_composition__detected,2.4_scene_composition__severity,2.4_scene_composition__evidence,3.1_motion__detected,3.1_motion__severity,3.1_motion__evidence,3.2_identity_drift__detected,3.2_identity_drift__severity,3.2_identity_drift__evidence,3.3_continuity__detected,3.3_continuity__severity,3.3_continuity__evidence,3.4_causality__detected,3.4_causality__severity,3.4_causality__evidence,most_diagnostic_artefact,notes,review_flag
w2_029_kling,Kling,Qwen_3.5,2026-08-01,Real,92,FALSE,none,"Skin texture shows natural pores, wrinkles, and wet clay interaction without waxy or plastic appearance.",FALSE,none,Edges of hands and clay are sharp and well-defined; no haloing or bleeding observed.,FALSE,none,Lighting is consistent with a single overhead source; shadows fall naturally on the wheel and hands.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in any frame.",FALSE,none,"Hands show correct finger count, joint articulation, and natural grip posture throughout the sequence.",FALSE,none,no non-human subjects present,FALSE,none,Pottery wheel and clay maintain consistent structure; no distortion or impossible geometry.,FALSE,none,"Spatial arrangement of hands, clay, and wheel is physically plausible and perspective-consistent.",FALSE,none,"Motion of hands and spinning wheel is smooth, continuous, and physically accurate; no jitter or sliding.",FALSE,none,"Hand shape, skin tone, and clay form remain consistent across all frames; no morphing or drift.",FALSE,none,No objects appear or disappear; lighting and background remain stable throughout the clip.,FALSE,none,Clay deforms under hand pressure as expected; no violation of physics or causality observed.,no strong artefacts observed,All visual and temporal cues align with real-world physics and human anatomy; no indicators of AI synthesis detected.,
w2_031_kling,Kling,Qwen_3.5,2026-08-01,Real,95,FALSE,none,Fur texture is highly detailed with individual strands visible and natural variation; no waxy or plastic appearance.,FALSE,none,Edges are sharp where in focus and show natural motion blur where moving fast; no haloing or bleeding.,FALSE,none,Lighting is consistent with outdoor sunlight; shadows fall correctly beneath the dog.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,No human subjects present in the video.,FALSE,none,"Dog anatomy is correct; four legs, proper joint articulation, and natural facial features observed throughout.",FALSE,none,No mechanical objects or text present to evaluate; environment appears structurally sound.,FALSE,none,Perspective and spatial arrangement of grass and background foliage are natural and consistent.,FALSE,none,Running gait is fluid and biomechanically accurate; no foot sliding or jitter observed.,FALSE,none,"Dog's appearance, fur pattern, and color remain constant across all frames.",FALSE,none,No objects appear or disappear; background motion is consistent with camera tracking.,FALSE,none,"Physics of movement, including momentum and gravity, appear completely natural.",no strong artefacts observed,The video displays high-fidelity motion and texture consistent with real-world camera footage of a dog running.,
w2_032_kling,Kling,Qwen_3.5,2026-08-01,AI-generated,92,TRUE,M,"At 0:01, the fur on the cat's back appears overly smooth and plastic-like, lacking individual strand definition typical of real macro photography.",TRUE,L,"At 0:02, the edges of the cat's tail show slight blurring and haloing against the wall, suggesting synthesis artifacts.",FALSE,none,Lighting direction from the window is consistent with shadows cast on the sill.,FALSE,none,No visible watermarks or logos present.,FALSE,none,No human subjects present.,TRUE,H,"At 0:02, the cat's hind legs and paws merge indistinctly into the body; the rear right paw is malformed and lacks distinct toes, appearing as a fused lump.",FALSE,none,Window and sill structure appears physically plausible.,FALSE,none,"Spatial arrangement of cat, window, and reflection is consistent.",TRUE,M,"Between 0:01 and 0:02, the transition from lying to stretching involves a non-rigid warping of the torso rather than natural skeletal movement.",FALSE,none,Cat's appearance remains consistent throughout the short clip.,FALSE,none,No objects appear or disappear unexpectedly.,FALSE,none,No physics violations observed in the short duration.,"Severe anatomical failure in the cat's hind legs and paws at 0:02, where limbs merge and lack distinct digits.",The combination of plastic-looking fur texture and impossible limb topology strongly indicates generative synthesis.,
w2_033_kling,Kling,Qwen_3.5,2026-08-01,Real,92,FALSE,none,no texture defects; horse coat and grass show natural detail and variation,FALSE,none,"edges are sharp where in focus, motion blur is physically consistent with speed",FALSE,none,lighting direction and shadows under the horse are consistent with outdoor sunlight,FALSE,none,"no watermarks, logos, or synthetic noise patterns visible",FALSE,none,no human subjects present,FALSE,none,"horse anatomy is correct: four legs, proper head structure, natural mane/tail flow",FALSE,none,no mechanical objects or text; scene elements maintain correct scale and topology,FALSE,none,perspective and spatial layout of field and horizon are physically plausible,FALSE,none,horse gait is biomechanically accurate; no jitter or non-rigid motion artifacts,FALSE,none,horse appearance remains consistent across frames; no morphing or pattern shifts,FALSE,none,no objects appear/disappear; background motion parallax is consistent with camera tracking,FALSE,none,"physics of running, dust kick-up, and momentum are all causally consistent",no strong artefacts observed,"Video exhibits natural motion blur, consistent lighting, and anatomically correct equine movement — all indicative of real-world capture.",
w2_034_kling,Kling,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Feather detail is sharp and natural with individual barbs visible; no waxy or plastic appearance.,FALSE,none,Edges of the bird are crisp against the background; no haloing or bleeding observed.,FALSE,none,Lighting is consistent with natural sunlight filtering through trees; shadows fall correctly on the branch.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,No human subjects present in the video.,FALSE,none,"Parrot anatomy is correct; beak, claws, and wing structure are biologically accurate.",FALSE,none,Branch structure is solid and realistic; no distortion or impossible geometry.,FALSE,none,Spatial arrangement of bird and branch is physically plausible with correct depth of field.,FALSE,none,Bird movement is smooth and natural; no jitter or non-rigid motion artifacts.,FALSE,none,Plumage colors and patterns remain consistent throughout the clip.,FALSE,none,No objects appear or disappear; background remains stable relative to the subject.,FALSE,none,Physics of the bird gripping the branch and moving its head are consistent with reality.,no strong artefacts observed,The video displays high-fidelity natural motion and texture consistent with real-world footage of a macaw.,
w2_036_kling,Kling,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Fabric weave on the suit and skin texture on the hands appear natural and detailed throughout the clip.,FALSE,none,Edges of the suit and hands are sharp and well-defined against the background; no haloing or bleeding observed.,FALSE,none,Lighting is consistent with a studio setup; shadows cast by the hands onto the chest and cards are physically accurate.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the frame.",FALSE,none,"Finger count is correct (5 per hand), joints bend naturally, and grip on the cards is anatomically plausible.",FALSE,none,No non-human subjects present.,FALSE,none,Playing cards maintain rigid rectangular structure; text and patterns on card backs remain consistent and legible.,FALSE,none,Spatial arrangement of the magician and background is logical with correct perspective.,FALSE,none,Card shuffling motion is fluid and follows natural acceleration and deceleration curves; no jitter or sliding.,FALSE,none,"The suit, bow tie, and cards maintain consistent appearance and pattern across all frames.",FALSE,none,No objects appear or disappear unexpectedly; background remains static and consistent.,FALSE,none,"Physics of the card manipulation (gravity, momentum, collision) appear fully consistent with reality.",no strong artefacts observed,"The video displays high-fidelity capture of a magic trick with natural lighting, correct anatomy, and physically accurate motion, showing no signs of AI generation.",
w2_037_kling,Kling,Qwen_3.5,2026-08-01,AI-generated,85,TRUE,M,"At 0:01, the dancer's skin appears overly smooth and waxy, lacking natural pores or fine detail, particularly on the arms and legs.",TRUE,L,"At 0:02, the edges of the flowing red skirt show slight blurring and softness where it meets the dark background, suggesting synthesis artifacts.",FALSE,none,Lighting is consistent with a single spotlight source; shadows fall correctly beneath the dancer.,FALSE,none,"No visible watermarks, logos, or overlay text indicating generator origin.",TRUE,M,"At 0:00, the dancer's right hand shows fused fingers with indistinct separation, a common AI artifact in hand rendering.",FALSE,none,no non-human subjects present,FALSE,none,The dress and stage elements maintain consistent structure without distortion or impossible topology.,FALSE,none,Spatial arrangement is plausible; no missing objects or perspective errors observed.,TRUE,L,"At 0:01-0:02, the skirt's motion exhibits slight non-rigid behavior, with fabric appearing to stretch unnaturally during the spin.",FALSE,none,"Dancer's appearance, clothing pattern, and color remain consistent across frames.",FALSE,none,No objects appear or disappear unexpectedly; lighting and background remain stable.,FALSE,none,"Physics of movement and fabric flow are generally plausible, aside from minor motion artifacts.",Fused fingers on the dancer's right hand at 0:00 indicate AI-generated content.,"Subtle texture and boundary artifacts support the verdict, though motion and anatomy issues are more decisive.",
w2_038_kling,Kling,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Skin texture shows natural pores and fine details; no waxy or plastic appearance observed.,FALSE,none,Edges of the subject and mirror reflection are sharp and well-defined; no haloing or bleeding.,FALSE,none,Lighting is consistent with a window source on the left; shadows and highlights behave physically correctly.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the frame.",FALSE,none,Hands holding brushes show correct finger count and joint articulation; facial features are anatomically correct.,FALSE,none,no non-human subjects present,FALSE,none,Makeup brushes and mirror appear structurally sound with correct geometry and reflections.,FALSE,none,"Spatial arrangement of the woman, mirror, and background is physically plausible and consistent.",FALSE,none,Movement of the hand and brush is smooth and natural; no jitter or sliding observed.,FALSE,none,Subject's facial features and clothing remain consistent throughout the clip.,FALSE,none,No objects appear or disappear; background elements remain stable.,FALSE,none,Physical interactions between brush and face follow expected cause-and-effect physics.,no strong artefacts observed,"The video exhibits high fidelity in texture, lighting, and motion, consistent with real-world camera capture.",
w2_039_kling,Kling,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Natural skin texture and fabric details visible on subjects; no waxy or plastic appearance.,FALSE,none,"Sharp edges on subjects and stalls; motion blur is consistent with camera movement, not synthesis artifacts.",FALSE,none,Lighting from overhead strings and stall interiors is consistent with shadows and reflections.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,"Crowd members display correct limb counts, proportions, and facial features; no morphing or extra digits.",FALSE,none,No non-human subjects present in the video.,FALSE,none,Stall structures and string lights maintain consistent geometry and perspective.,FALSE,none,Spatial arrangement of the market aisle is logical with correct depth cues.,FALSE,none,Walking gait and crowd flow are natural; no foot sliding or jittery stationary objects.,FALSE,none,Individuals maintain consistent appearance and clothing throughout the clip.,FALSE,none,No objects appear or disappear inexplicably; background remains stable relative to camera motion.,FALSE,none,Physics of movement and interaction appear fully compliant with real-world laws.,no strong artefacts observed,"The video exhibits natural motion blur, consistent lighting, and complex crowd interactions typical of real-world footage.",
w2_001_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,Real,92,FALSE,none,"Skin texture shows natural pores, fine lines, and realistic subsurface scattering; no waxy or plastic appearance observed.",FALSE,none,"Hair edges are sharp and distinct against the background; no haloing, bleeding, or soft dissolution observed.",FALSE,none,Lighting is consistent with a single key light source from the top right; shadows fall naturally on the neck and nose.,FALSE,none,"No visible watermarks, logos, or overlay text; noise pattern appears consistent with standard digital video compression.",FALSE,none,"Facial features, including eyes, nose, mouth, and ears, maintain correct proportions and anatomical structure throughout the clip.",FALSE,none,No non-human subjects present.,FALSE,none,No mechanical objects or text present to evaluate; scene elements appear structurally sound.,FALSE,none,Perspective and depth of field are consistent with a standard camera lens; no impossible spatial arrangements.,FALSE,none,Facial muscle movements during singing/speaking are fluid and biomechanically accurate; no jitter or sliding.,FALSE,none,Subject's identity remains stable; no morphing of facial features or shifting of hair patterns between frames.,FALSE,none,Background bokeh and lighting remain constant; no objects appear or disappear unexpectedly.,FALSE,none,"Physical interactions (breath, lip movement) follow natural cause-and-effect relationships.",no strong artefacts observed,The video exhibits high-fidelity rendering with natural micro-movements and lighting consistency typical of live-action footage.,
w2_002_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Skin texture shows natural pores and wrinkles; sweater knit pattern is distinct and consistent.,FALSE,none,Subject edges are sharp against the background; no haloing or bleeding observed.,FALSE,none,Lighting is consistent with overhead cafe fixtures; shadows fall naturally on the face and sweater.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,"Facial features, teeth, and hands appear anatomically correct with natural movement.",FALSE,none,no non-human subjects present,FALSE,none,"Cup, table, and background objects maintain correct structure and perspective.",FALSE,none,Spatial arrangement of cafe elements is logical and physically possible.,FALSE,none,Movement of the subject laughing and gesturing is fluid and physically accurate.,FALSE,none,Subject's appearance and clothing remain consistent throughout the clip.,FALSE,none,No objects appear or disappear; background activity is consistent.,FALSE,none,"Physical interactions (holding cup, gesturing) follow natural laws of physics.",no strong artefacts observed,"The video exhibits high fidelity in texture, lighting, and motion, characteristic of real camera footage.",
w2_003_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,AI-generated,75,TRUE,L,"0:00 - Skin on the subject's cheek and forehead appears overly smooth and waxy, lacking natural pore detail visible in high-resolution real footage.",TRUE,L,"0:01 - Soft, slightly blurred edges around the hairline against the background window, suggesting imperfect segmentation or synthesis.",FALSE,none,Lighting appears consistent with a window source; no obvious contradictions observed.,FALSE,none,"No visible watermarks, logos, or overlay text indicating generator origin.",TRUE,M,"0:01 - The subject's right hand turning the page shows fingers that appear slightly merged and lack distinct knuckle definition, a common AI artifact.",FALSE,none,no non-human subjects present,TRUE,L,"0:01 - Text on the book pages is illegible gibberish, lacking coherent letterforms or line structure.",FALSE,none,"Spatial arrangement of book, person, and background appears physically plausible.",TRUE,L,0:01 - The page turn motion is slightly stiff and lacks the natural fluidity and paper deformation expected in real life.,FALSE,none,Subject's facial features and clothing remain consistent across frames.,FALSE,none,No objects appear or disappear unexpectedly; lighting remains stable.,FALSE,none,No violations of physics or causality observed in the short clip.,Illegible gibberish text on book pages combined with merged finger anatomy during page turn.,"The combination of waxy skin texture, unnatural hand anatomy, and unreadable book text strongly suggests synthetic generation despite overall visual coherence.",
w2_004_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,AI-generated,92,TRUE,M,"At 0:00, the skin on the subject's cheek and forehead exhibits a uniform, waxy smoothness lacking natural pore detail, characteristic of generative smoothing.",TRUE,H,"At 0:01, the subject's profile dissolves and bleeds into the raindrop texture on the glass, creating a soft, undefined edge where the face should be distinct from the window.",FALSE,none,Lighting appears consistent with an overcast day; no obvious directional conflicts observed.,FALSE,none,"No visible watermarks, logos, or overlay text indicating generator origin.",FALSE,none,"Facial features (eyes, nose, lips) maintain correct proportions and structure throughout the clip.",FALSE,none,No non-human subjects present.,FALSE,none,"Background buildings and window frame appear structurally sound, though blurred by depth of field.",FALSE,none,Spatial arrangement of subject relative to window is physically plausible.,TRUE,L,"At 0:02, the raindrops on the glass exhibit a subtle, unnatural 'crawling' or jittery motion rather than flowing naturally under gravity.",TRUE,H,"Between 0:00 and 0:02, the subject's facial structure and hair curl pattern morph significantly; the nose shape changes and hair strands merge and separate unnaturally.",TRUE,M,"At 0:01, the reflection on the glass creates a double-exposure effect that inconsistently overlays the subject's face with the background, breaking continuity of the single plane.",FALSE,none,No violations of physical causality such as gravity or matter conservation observed.,Severe identity drift and boundary dissolution at 0:01 where the subject's face morphs and bleeds into the window texture.,"The video displays classic text-to-video artifacts including texture smoothing, temporal instability in facial features, and unnatural fluid dynamics in the raindrops.",
w2_006_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,AI-generated,85,TRUE,M,"At 0:01, the skin on the knuckles appears overly smooth and waxy, lacking the fine micro-texture and pores expected in a close-up shot of human hands.",TRUE,L,"At 0:02, the edges of the fingers blur slightly into the keyboard keys during motion, suggesting a lack of crisp occlusion boundaries typical of synthesis.",FALSE,none,Lighting appears consistent with the cafe environment; no obvious shadows or reflections contradict the scene geometry.,FALSE,none,"No visible watermarks, logos, or overlay text indicating generator origin are present.",TRUE,H,"At 0:01-0:02, the fingers on the right hand appear to merge and distort; specifically, the pinky and ring finger seem to fuse or lack distinct separation at the tips while typing.",FALSE,none,No non-human subjects present.,TRUE,M,"At 0:02, the keyboard keys in the center appear to warp or melt slightly under the pressure of the fingers, losing their rigid rectangular shape.",FALSE,none,"The spatial arrangement of the laptop, cup, and background elements is physically plausible.",TRUE,M,"Throughout 0:00-0:02, the typing motion exhibits a 'gliding' quality where fingers slide across keys rather than striking them individually, with unnatural fluidity.",FALSE,none,The hands and clothing maintain consistent appearance throughout the short clip.,FALSE,none,No objects appear or disappear unexpectedly; background remains stable.,FALSE,none,No violations of physics or causality observed beyond the structural warping.,The fusion and distortion of fingers on the right hand (2.1) combined with the warping of keyboard keys (2.3) are definitive signs of AI generation.,"The video exhibits the characteristic 'smoothness' and anatomical failures common in current text-to-video models, particularly in complex interactions like typing.",
w2_007_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,Real,92,FALSE,none,"High-fidelity textures observed on skin, glass, and liquid surfaces; no waxy or plastic artifacts.",FALSE,none,"Sharp, natural edges on the cup and bottle; no haloing or bleeding effects.",FALSE,none,Consistent natural lighting from the window with physically accurate reflections and shadows.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,"Hand structure, finger placement, and grip on the bottle appear anatomically correct and natural.",FALSE,none,no non-human subjects present,FALSE,none,"Cup and bottle maintain rigid, correct geometry throughout the clip.",FALSE,none,Spatial arrangement of kitchen items is logical and perspective is consistent.,FALSE,none,Fluid dynamics of the pouring milk are physically accurate with no jitter or warping.,FALSE,none,Objects and textures remain stable with no morphing or pattern shifting.,FALSE,none,"Continuous action with no sudden jumps, disappearances, or lighting shifts.",FALSE,none,Liquid flow follows gravity and momentum laws perfectly; no causality violations.,no strong artefacts observed,The video exhibits perfect fluid dynamics and lighting consistency characteristic of high-quality real-world footage.,
w2_008_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Skin texture shows natural pores and imperfections; shoe leather has realistic grain and wear patterns.,FALSE,none,"Edges of hands, laces, and shoe are sharp and well-defined against background; no haloing or bleeding observed.",FALSE,none,Natural outdoor lighting with consistent shadow direction under bench slats and on shoe; highlights match ambient sun angle.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns; frame exhibits natural sensor noise and compression artifacts typical of real video.",FALSE,none,"Hands show correct finger count, joint articulation, and nail structure; no merging or distortion during motion.",FALSE,none,no non-human subjects present,FALSE,none,Shoe maintains structural integrity; laces thread correctly through eyelets; no impossible geometry or text rendering issues.,FALSE,none,Perspective is consistent; bench slats recede naturally; background foliage depth matches foreground focus.,FALSE,none,Hand movements are fluid and physically plausible; laces deform realistically under tension; no jitter or sliding.,FALSE,none,"Skin tone, nail shape, and shoe color remain constant across frames; no morphing or pattern shifting.",FALSE,none,Lace position progresses logically from loose to tied; no objects appear/disappear; lighting remains stable.,FALSE,none,"Physics of lace tying is accurate — tension, friction, and knot formation behave as expected in real world.",no strong artefacts observed,All visual and temporal cues align with real-world physics and human anatomy; no indicators of AI synthesis detected.,
w2_009_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,AI-generated,92,TRUE,M,"0:00-0:02: Skin on fingers has a smooth, waxy appearance lacking fine pores or wrinkles; paper texture is uniform and lacks fiber detail.",TRUE,L,"0:00-0:02: Soft, slightly blurred edges where the pen nib meets the paper, and haloing around the fingernails.",FALSE,none,Lighting appears consistent with a single source from the top-left; shadows fall correctly.,FALSE,none,"No visible watermarks or logos; however, the image has a characteristic 'clean' digital noise pattern.",TRUE,H,"0:00-0:02: The hand holding the pen exhibits structural impossibilities; the thumb and index finger merge unnaturally, and the supporting fingers in the background appear fused or missing distinct joints.",FALSE,none,no non-human subjects present,TRUE,H,"0:00-0:02: The text being written is illegible gibberish; characters do not form recognizable letters in any language, and the ink flow does not match the nib movement precisely.",FALSE,none,"Spatial arrangement of hand, pen, and paper is logically consistent.",TRUE,M,"0:00-0:02: The pen tip slides across the paper with a slight 'skating' motion, lacking the micro-friction and ink deposition lag expected in real writing.",FALSE,none,Hand and pen maintain consistent appearance throughout the short clip.,FALSE,none,No objects appear or disappear; lighting remains stable.,TRUE,M,0:00-0:02: Ink appears on the page without a clear physical transfer mechanism from the nib; the line forms ahead of the nib's contact point in some frames.,"The text written on the page is complete gibberish, and the hand anatomy shows fused fingers and impossible joint structures.",The combination of illegible text generation and severe hand anatomy errors is a definitive marker of current text-to-video synthesis models.,
w2_011_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,AI-generated,85,TRUE,M,"At 0:01, the man's leather jacket has a uniform, plastic-like sheen lacking natural grain variation, and the woman's hair appears as solid clumps rather than individual strands.",TRUE,M,"At 0:02, the edges of the background pedestrians are soft and bleed slightly into the storefronts, lacking crisp definition.",FALSE,none,Lighting direction and shadows appear consistent with a sunny street scene.,FALSE,none,No visible watermarks or logos present.,TRUE,H,"At 0:00, the man's right hand is malformed, with fingers appearing fused or missing distinct joints, resembling a claw.",FALSE,none,No non-human subjects present.,TRUE,M,"At 0:02, the text on the red neon sign in the background right is illegible gibberish, failing to form recognizable letters.",FALSE,none,Spatial arrangement of the street and buildings appears logically consistent.,TRUE,L,"Throughout the clip, background pedestrians exhibit a slight 'gliding' motion with minimal leg articulation, typical of video synthesis.",FALSE,none,Character features and clothing remain consistent across frames.,FALSE,none,No objects appear or disappear unexpectedly; lighting remains stable.,FALSE,none,No physics violations observed in the short duration.,"The man's right hand at 0:00 is severely malformed with fused fingers, a definitive marker of AI generation.",The combination of anatomical failure in the hand and illegible background text strongly indicates synthetic origin despite high overall visual fidelity.,
w2_012_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,AI-generated,92,TRUE,M,"At 0:00, the skin on the mother's face and the father's hands appears overly smooth and waxy, lacking natural pore detail. The bread texture at 0:01 looks uniformly soft without distinct crumb structure.",TRUE,L,"At 0:00, the edges of the salad bowl being passed are slightly soft and blend into the background light. Hair strands on the children at 0:02 merge slightly with the background.",TRUE,M,"At 0:00, the strong backlight from the window creates a halo effect but fails to cast consistent shadows on the table surface or the subjects' faces, resulting in flat lighting on the front of the subjects.",FALSE,none,"No visible watermarks, logos, or overlay text indicating generator origin found in the pixels.",TRUE,H,"At 0:01, the hands holding the serving utensils are structurally distorted; fingers appear fused or merged with the utensil handles, and the grip geometry is physically impossible.",FALSE,none,No non-human subjects present.,TRUE,M,"At 0:01, the garlic bread slices in the basket lack distinct separation and appear to merge into a single mass. The salad bowl rim at 0:00 seems to warp slightly where hands touch it.",FALSE,none,Spatial arrangement of the family and table setting is logically consistent with a dining scene.,TRUE,L,"At 0:01, the motion of the serving spoons is slightly jittery and lacks the natural weight and inertia expected of metal utensils lifting food.",FALSE,none,Character appearances and clothing patterns remain consistent across the short clip duration.,FALSE,none,No objects appear or disappear unexpectedly; scene continuity is maintained between cuts.,FALSE,none,No violations of physics or causality observed in the interactions shown.,"Severe anatomical distortion of hands and fingers interacting with utensils at 0:01, showing fused digits and impossible grip geometry.","The combination of waxy skin textures, lighting inconsistencies, and specifically the malformed hands during the serving action strongly indicates AI generation.",
w2_013_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,AI-generated,92,TRUE,M,"0:01 - The woman's skin exhibits a waxy, plastic-like sheen with a complete lack of pore detail or natural skin texture, particularly on the forehead and cheeks.",TRUE,L,"0:00 - Soft, bleeding edges around the man's hand holding the marker and the sticky notes on the whiteboard.",FALSE,none,"Lighting appears consistent with an office environment, though slightly flat.",FALSE,none,No visible watermarks or logos present.,TRUE,H,0:02 - The man's right hand holding the marker is structurally malformed; fingers appear fused and the grip on the pen is physically impossible.,FALSE,none,No non-human subjects present.,TRUE,H,0:00 - The text and diagrams on the whiteboard are illegible gibberish; characters are distorted and lines do not connect logically.,FALSE,none,Spatial arrangement of people and furniture is plausible.,TRUE,M,0:01 - The woman's head movement during the close-up is jerky and lacks natural acceleration/deceleration curves.,FALSE,none,Character features remain consistent across the short clip.,FALSE,none,No objects appear or disappear unexpectedly.,FALSE,none,No obvious physics violations observed in this short segment.,"The whiteboard contains completely illegible, hallucinated text and diagrams that mimic the appearance of writing without forming coherent characters.",The combination of gibberish text on the whiteboard and the malformed hand anatomy are strong indicators of generative video synthesis.,
w2_014_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Natural skin texture with visible pores and fabric weave on clothing; no waxy or plastic appearance.,FALSE,none,"Sharp, clean edges on subjects and bicycle; no haloing or background dissolution observed.",FALSE,none,Consistent sunlight direction with physically accurate shadows cast on the pavement and grass.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in any frame.",FALSE,none,Correct finger counts on hands gripping handlebars; natural facial proportions and limb structure.,FALSE,none,No non-human subjects present in the video clip.,FALSE,none,Bicycle structure is mechanically sound with correct wheel alignment and handlebar geometry.,FALSE,none,Perspective and depth of field are consistent with optical camera capture in a park setting.,FALSE,none,"Smooth, physically plausible motion of the bicycle and running man; no jitter or sliding.",FALSE,none,Subject features and clothing patterns remain stable across all frames.,FALSE,none,No objects appear or disappear unexpectedly; background elements remain consistent.,FALSE,none,"Physical interactions between the man, girl, and bike follow standard laws of physics.",no strong artefacts observed,"The video exhibits high fidelity in lighting, texture, and motion physics, consistent with genuine camera footage.",
w2_016_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,Real,92,FALSE,none,"Natural skin texture, fabric weave on shorts, and individual grass blades are clearly visible with appropriate detail.",FALSE,none,Sharp edges on the player and ball; no haloing or bleeding into the background.,FALSE,none,Consistent sunlight direction with realistic shadows cast by the player and ball on the grass.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected.",FALSE,none,"Correct limb count, natural joint movement, and realistic muscle definition during the run and kick.",FALSE,none,no non-human subjects present,FALSE,none,Soccer ball maintains correct geometry and panel structure; cleats and goalposts appear structurally sound.,FALSE,none,"Perspective and depth of field are consistent with a real camera lens; spatial relationships between player, ball, and field are logical.",FALSE,none,Fluid motion with natural acceleration; dirt particles ejected upon impact follow realistic physics trajectories.,FALSE,none,Player's appearance and clothing remain consistent throughout the clip.,FALSE,none,No objects appear or disappear unexpectedly; lighting remains stable.,FALSE,none,"Physical interactions (foot striking ball, dirt displacement) adhere strictly to laws of physics.",no strong artefacts observed,"The video exhibits high-fidelity physics, particularly in the particle effects of the soil and the deformation of the grass, which are characteristic of real-world footage.",
w2_017_gemini_omni_flash,Gemini_Omni,Qwen_3.5,2026-08-01,Real,92,FALSE,none,Skin texture and fabric weave appear natural with appropriate detail; no waxy or plastic look observed.,FALSE,none,Subject edges are sharp and well-defined against the background; no haloing or dissolution detected.,FALSE,none,Lighting is consistent with a sunset environment; shadows and highlights on the runner match the sun's position.,FALSE,none,"No visible watermarks, logos, or synthetic noise patterns detected in the frame.",FALSE,none,"Runner's limbs, hands, and facial features maintain correct proportions and structure throughout the clip.",FALSE,none,no non-human subjects present,FALSE,none,Clothing and shoes maintain structural integrity; no distortion or impossible topology observed.,FALSE,none,"Perspective and spatial arrangement of the beach, ocean, and runner are physically plausible.",FALSE,none,Running gait is fluid and biomechanically correct; no foot sliding or jittery motion observed.,FALSE,none,"Subject's appearance, clothing pattern, and facial features remain consistent across all frames.",FALSE,none,Wave motion and background elements are continuous; no objects appear or disappear unexpectedly.,FALSE,none,Physics of running and wave interaction with sand appear natural and obey conservation laws.,no strong artefacts observed,"The video exhibits high fidelity in motion, lighting, and texture, consistent with real-world camera capture.",
