video_id,generator,mllm,batch_date,verdict,confidence,1.1_texture__detected,1.1_texture__severity,1.1_texture__evidence,1.2_boundary__detected,1.2_boundary__severity,1.2_boundary__evidence,1.3_lighting__detected,1.3_lighting__severity,1.3_lighting__evidence,1.4_watermark__detected,1.4_watermark__severity,1.4_watermark__evidence,2.1_human_anatomy__detected,2.1_human_anatomy__severity,2.1_human_anatomy__evidence,2.2_non_human_anatomy__detected,2.2_non_human_anatomy__severity,2.2_non_human_anatomy__evidence,2.3_object_structural__detected,2.3_object_structural__severity,2.3_object_structural__evidence,2.4_scene_composition__detected,2.4_scene_composition__severity,2.4_scene_composition__evidence,3.1_motion__detected,3.1_motion__severity,3.1_motion__evidence,3.2_identity_drift__detected,3.2_identity_drift__severity,3.2_identity_drift__evidence,3.3_continuity__detected,3.3_continuity__severity,3.3_continuity__evidence,3.4_causality__detected,3.4_causality__severity,3.4_causality__evidence,most_diagnostic_artefact,notes,review_flag
w2_007_wan_20260719_164920,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 hand skin waxy top right.,FALSE,none,Edges mostly stable.,FALSE,none,Lighting matches scene.,FALSE,none,No watermark seen.,TRUE,M,0:00 fingers lack joints top right.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 jug text gibberish right.,FALSE,none,Spatial arrangement normal.,TRUE,M,0:01 milk flow rigid center.,FALSE,none,Objects maintain identity.,FALSE,none,No sudden shifts.,TRUE,M,0:01 milk pours through plastic center.,Milk pours directly through the solid plastic of the jug.,Fluid dynamics and object boundaries fail.,
w2_008_wan_20260719_165326,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:02 center, face skin lacks fine detail.",TRUE,L,"0:00 center, slight soft edges around fingers.",TRUE,M,"0:02 center, face lighting mismatches background.",FALSE,none,No watermark visible.,TRUE,M,"0:00 center, fingers blend and lack joints.",FALSE,none,No non-human subjects present.,TRUE,M,"0:00 bottom center, shoelaces connect illogically.",FALSE,none,Spatial arrangement normal.,TRUE,M,"0:01 center, hands show non-rigid morphing.",TRUE,M,"0:01 bottom right, shoe toe cap shifts shape.",FALSE,none,No continuity errors.,TRUE,M,"0:00 center, shoelace passes through fingers.",Fingers blend together and lack clear joints while tying shoes.,Multiple structural and physical errors in hand-object interaction.,
w2_009_wan_20260719_165735,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,FALSE,none,No texture issues.,FALSE,none,Edges intact.,FALSE,none,Lighting consistent.,FALSE,none,No watermark.,TRUE,M,0:01 right hand index finger lacks joints.,FALSE,none,No non-human subjects present.,TRUE,M,0:00 center page text is gibberish.,FALSE,none,Spatial arrangement standard.,TRUE,M,0:01 center pen motion lacks consistency.,TRUE,M,0:02 center text morphs.,TRUE,M,0:01 center ink out of sync.,FALSE,none,No physics violations.,Text on the page is complete gibberish.,Video shows clear signs of AI generation through text rendering failures.,
w2_010_wan_20260719_170141,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, cards lack individual paper texture.",TRUE,M,"0:02 center-left, thumb blends into cards.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermarks visible.,TRUE,M,"0:02 center-left, distorted left fingers.",FALSE,none,No non-human subjects present.,TRUE,M,"0:01 center, deck lacks individual card structure.",FALSE,none,Spatial arrangement is standard.,TRUE,M,"0:02 center, cards warp non-rigidly.",TRUE,M,"0:01 center, card pattern shifts.",TRUE,M,"0:02 center-left, thumb phases through cards.",FALSE,none,No obvious physics violations beyond motion.,Cards warp non-rigidly and merge with fingers.,Multiple structural and motion artifacts indicate synthesis.,
w2_011_wan_20260719_170547,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,L,0:01 top-right background buildings lack detail.,TRUE,L,0:00 center man's glasses blend into face.,FALSE,none,Lighting seems consistent.,FALSE,none,No watermark.,TRUE,M,0:00 bottom-right woman's hand has merged fingers.,FALSE,none,No non-human subjects present.,TRUE,M,0:00 bottom-left phone is distorted.,FALSE,none,Scene composition plausible.,TRUE,L,0:01 bottom subjects' feet slide.,TRUE,M,0:02 center man's glasses change shape.,TRUE,M,0:02 bottom-left phone disappears.,FALSE,none,No physics violations.,Phone disappears and hands are distorted.,Multiple structural and continuity errors.,
w2_012_wan_20260719_170953,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:00-0:02 faces and food lack detail across frame.,TRUE,M,0:01 fork edges blend into hands on right.,FALSE,none,Lighting is consistent.,FALSE,none,No watermark.,TRUE,M,0:01 father's fingers merge with fork.,FALSE,none,No non-human subjects present.,TRUE,M,0:02 forks on right are bent.,FALSE,none,Arrangement is plausible.,TRUE,M,0:01-0:02 hands warp during movement.,TRUE,M,0:02 father's fork changes shape.,FALSE,none,No continuity errors.,TRUE,M,0:01 utensils pass through food.,Utensils merging with hands and warping during motion.,Multiple structural and motion artifacts indicate synthesis.,
w2_013_wan_20260719_171359,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 faces center show waxy skin,TRUE,M,0:01 soft edges around hands center,TRUE,M,0:02 table reflections bottom mismatch,FALSE,none,no watermark visible,TRUE,M,0:01 distorted fingers on left man bottom-left,FALSE,none,no non-human subjects present,TRUE,M,0:00 gibberish text on whiteboard top-center,FALSE,none,scene composition normal,TRUE,M,0:01 rigid hand motion center,TRUE,M,0:02 pen shape shifts bottom-left,FALSE,none,no continuity errors,FALSE,none,no physics violations,Gibberish text on whiteboard top-center.,Multiple structural anomalies present.,
w2_014_wan_20260719_171805,Wan,Gemini_3.1_Pro,2026-07-29,Real,30,FALSE,none,Textures natural.,FALSE,none,Edges consistent.,FALSE,none,Shadows match.,FALSE,none,No watermarks.,FALSE,none,Proportions normal.,FALSE,none,no non-human subjects present,FALSE,none,Bike coherent.,FALSE,none,Layout logical.,FALSE,none,Movement natural.,FALSE,none,Identities stable.,FALSE,none,No errors.,FALSE,none,Physics normal.,no strong artefacts observed,Appears to be standard footage.,
w2_016_wan_20260719_172618,Wan,Gemini_3.1_Pro,2026-07-29,Real,35,FALSE,none,no texture defects,FALSE,none,no boundary defects,FALSE,none,lighting consistent,FALSE,none,no watermarks,FALSE,none,anatomy normal,FALSE,none,no non-human subjects present,FALSE,none,objects sound,FALSE,none,composition natural,FALSE,none,motion realistic,FALSE,none,identities stable,FALSE,none,no continuity errors,FALSE,none,physics normal,no strong artefacts observed,video appears genuine,
w2_017_wan_20260719_173114,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00 center, subject lacks detail.",TRUE,M,"0:01 center, soft edges on runner.",TRUE,M,"0:02 center, lighting mismatch.",FALSE,none,No watermark.,TRUE,M,"0:01 center, leg joints unclear.",FALSE,none,No non-human subjects.,FALSE,none,No mechanical objects.,FALSE,none,Scene plausible.,TRUE,M,"0:02 center, foot sliding.",FALSE,none,Identity consistent.,FALSE,none,No shifts.,FALSE,none,No physics issues.,Unnatural foot sliding and leg structure.,Motion and anatomy suggest synthesis.,
w2_018_wan_20260719_173520,Wan,Gemini_3.1_Pro,2026-07-29,Real,25,FALSE,none,Textures natural.,FALSE,none,Edges consistent.,FALSE,none,Shadows match light.,FALSE,none,No watermarks.,FALSE,none,Proportions normal.,FALSE,none,no non-human subjects present,FALSE,none,Skateboard maintains structure.,FALSE,none,Spatial arrangement logical.,FALSE,none,Physics realistic.,FALSE,none,Subject stable.,FALSE,none,No continuity errors.,FALSE,none,Cause and effect match.,no strong artefacts observed,Video appears to be standard skate footage.,
w2_019_wan_20260719_173926,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center water lacks detail.,TRUE,M,0:01 center legs bleed into water.,FALSE,none,No lighting issues.,FALSE,none,No watermark.,TRUE,M,0:00 top right feet lack toes.,FALSE,none,No animals present.,FALSE,none,No mechanical objects.,TRUE,M,0:01 center spatial layout shifts.,TRUE,M,0:01 center splash motion is non-rigid.,TRUE,M,0:01 center legs morph.,TRUE,M,0:01 center shapes appear in splash.,TRUE,M,0:02 center water physics fail.,Legs morphing into water splash.,Clear AI generation.,
w2_020_wan_20260719_174332,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center player skin waxy.,TRUE,M,0:01 top right racket edges soft.,TRUE,M,0:02 bottom shadow mismatched.,FALSE,none,No watermark.,TRUE,M,0:02 top left hand malformed.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 center racket warps.,FALSE,none,Scene layout plausible.,TRUE,M,0:01 center racket bends.,TRUE,M,0:00 center right balls merge.,TRUE,M,0:01 center right ball vanishes.,TRUE,M,0:01 center right swing misses.,Racket warps and balls vanish mid-swing.,Multiple structural and temporal failures.,
w2_021_wan_20260719_174738,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:00 in background window, books lack detail.",TRUE,M,"0:00 on subject's hands, edges blend into book.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermarks visible.,TRUE,M,"0:00 on subject's right hand, fingers merged.",FALSE,none,No non-human subjects present.,TRUE,M,"0:00 across the window, text is gibberish.",FALSE,none,Spatial arrangement is standard.,FALSE,none,Minimal motion observed.,FALSE,none,Subject remains consistent.,FALSE,none,No continuity errors seen.,FALSE,none,No physics violations.,Window text is entirely gibberish.,Clear AI generation markers.,
w2_022_wan_20260719_175144,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 bottom-center magazines lack detail.,TRUE,M,0:01 center sitting man blends into background.,FALSE,none,Lighting appears consistent.,FALSE,none,No watermark seen.,TRUE,M,0:02 center sitting man has distorted face.,FALSE,none,no non-human subjects present,TRUE,M,0:00 center-left storefront has gibberish text EAVRDAK.,TRUE,M,0:01 center-right traffic pole merges with signs.,TRUE,L,0:01 center standing man moves stiffly.,TRUE,L,0:02 bottom-center magazine shapes shift.,FALSE,none,No continuity errors seen.,FALSE,none,No physics violations seen.,Gibberish text on storefronts.,Multiple structural defects.,
w2_023_wan_20260719_175550,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,FALSE,none,no obvious texture defects,TRUE,M,"0:01 left edge, soft boundaries on moving person",FALSE,none,lighting appears consistent,FALSE,none,no watermark visible,FALSE,none,human subject too obscured,FALSE,none,no non-human subjects present,TRUE,M,"0:00 right foreground, gibberish text on sign",TRUE,M,"0:00 right foreground, impossible stool geometry",TRUE,M,"0:01 left edge, unnatural ghosting on person",FALSE,none,objects remain consistent,FALSE,none,no continuity errors,FALSE,none,no physics violations,Gibberish text on the main cafe sign.,Scene is mostly static with clear text rendering failures.,
w2_024_wan_20260719_175957,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 waxy faces center,TRUE,M,0:01 soft hand edges center,FALSE,none,no lighting errors,FALSE,none,no watermark,TRUE,M,0:02 mangled hand center-left,FALSE,none,no non-human subjects present,TRUE,M,0:02 distorted laptop center,TRUE,M,0:01 clipping train right,TRUE,M,0:01 non-rigid motion right,TRUE,M,0:01 map morphs center,TRUE,M,0:01 object shifts center,TRUE,M,0:01 door clipping right,Map morphs into laptop.,Multiple structural errors.,
w2_025_wan_20260719_180423,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,65,TRUE,M,"0:01 right side, skin appears overly smooth.",TRUE,M,"0:01 right side, hand blends into marker.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermark visible.,TRUE,M,"0:01 right side, fingers merged holding marker.",FALSE,none,No non-human subjects present.,TRUE,M,"0:02 right side, whiteboard text is gibberish.",FALSE,none,Scene layout is standard.,TRUE,M,"0:01 right side, marker moves non-rigidly.",TRUE,M,"0:02 right side, hand morphs during motion.",FALSE,none,No major continuity errors.,TRUE,M,"0:02 right side, marks appear without proper contact.",Hand holding marker is merged and distorted.,Background students are static.,
w2_026_wan_20260719_180830,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"Waxy skin on hands at 0:01, center-left.",TRUE,M,"Soft edges around knife blade at 0:01, center.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermark visible.,TRUE,M,"Fingers on right hand blend together at 0:01, center-left.",FALSE,none,No non-human subjects present.,TRUE,M,"Knife blade geometry shifts at 0:02, center.",FALSE,none,Spatial arrangement is standard.,TRUE,M,"Knife motion lacks rigid physics at 0:01, center.",TRUE,M,"Chopped vegetables morph shapes at 0:01, center-bottom.",TRUE,M,"Vegetable pieces appear without being cut at 0:02, center-bottom.",TRUE,M,"Knife passes through food without separating it at 0:01, center.",Chopped vegetables morph and appear without physical cutting.,Multiple temporal and structural anomalies observed.,
w2_027_wan_20260719_181236,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:01 right side, threads lack fiber detail.",TRUE,M,"0:01 center, hand edges bleed into threads.",FALSE,none,Lighting appears mostly consistent.,FALSE,none,No watermarks observed.,TRUE,M,"0:01 center, fingers merge into threads.",FALSE,none,No non-human subjects present.,TRUE,M,"0:00 center, threads merge into solid wood.",TRUE,M,"0:00 left side, loom structure is nonsensical.",TRUE,M,"0:01 left side, wooden parts warp.",TRUE,M,"0:02 center, threads shift color.",TRUE,M,"0:02 center, threads vanish into hands.",TRUE,M,"0:01 center, threads pass through solid objects.",Fingers and wooden loom parts seamlessly melt into the threads.,Multiple structural and temporal artifacts present. Objects lack physical boundaries.,
w2_028_wan_20260719_181642,Wan,Gemini_3.1_Pro,2026-07-29,Uncertain,50,FALSE,none,Normal glass texture.,FALSE,none,No edge defects.,FALSE,none,Consistent lighting.,FALSE,none,No watermark.,FALSE,none,No humans present.,FALSE,none,No non-human subjects present.,FALSE,none,Structures too blurred.,FALSE,none,Plausible composition.,TRUE,M,"0:00-0:02 across frame, scene is completely static.",FALSE,none,No drift.,FALSE,none,No continuity errors.,FALSE,none,No physics violations.,Lack of motion suggests a still image.,Scene is entirely frozen.,
w2_029_wan_20260719_182048,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"0:01 center, waxy skin.",TRUE,M,"0:02 center, soft finger edges.",FALSE,none,Consistent lighting.,FALSE,none,No watermark.,TRUE,M,"0:02 center-right, distorted fingers.",FALSE,none,No non-human subjects present.,FALSE,none,Wheel appears normal.,FALSE,none,Normal composition.,TRUE,M,"0:01 center, non-rigid fingers.",TRUE,M,"0:02 center, finger shape shifts.",FALSE,none,No continuity errors.,TRUE,M,"0:01 center, fingers phase into clay.",Fingers distort unnaturally.,Clear AI markers.,
w2_030_wan_20260719_182454,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 bottom-right, smooth skin.",TRUE,M,"0:01 top-left, soft pitcher edge.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermark visible.,TRUE,M,"0:02 top-left, undefined fingers.",FALSE,none,No non-human subjects present.,TRUE,M,"0:01 center, irregular spout.",FALSE,none,Composition is standard.,TRUE,M,"0:01 center, rigid milk stream.",TRUE,M,"0:02 center, morphing latte art.",FALSE,none,No obvious continuity errors.,TRUE,M,"0:02 center, static liquid volume.",Milk stream lacks fluid dynamics.,Multiple subtle anomalies present.,
w2_031_wan_20260719_182900,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 bottom, grass lacks detail.",TRUE,M,"0:01 center, soft edges on legs.",FALSE,none,no lighting errors.,FALSE,none,no watermark.,FALSE,none,no humans present.,TRUE,M,"0:01 center, malformed dog legs.",FALSE,none,no objects.,FALSE,none,plausible scene.,TRUE,M,"0:01 center, non-rigid leg motion.",TRUE,M,"0:01 center, legs morph shape.",FALSE,none,no continuity errors.,FALSE,none,no causality errors.,Dog legs morph and exhibit non-rigid motion.,Anatomy and motion are distorted.,
w2_032_wan_20260719_183306,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center fur lacks detail,TRUE,M,0:02 center soft edges,TRUE,M,0:01 right shadows inconsistent,FALSE,none,no watermark,FALSE,none,no humans present,TRUE,M,0:01 center eyes distorted,TRUE,M,0:02 background slats merge,FALSE,none,normal composition,FALSE,none,normal motion,TRUE,M,0:02 center face shifts,FALSE,none,no continuity errors,FALSE,none,no physics violations,Background blinds merge.,Multiple structural errors.,
w2_034_wan_20260719_184202,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 top-left background leaves lack fine detail.,FALSE,none,Edges appear normal.,FALSE,none,Lighting is consistent.,FALSE,none,No watermark.,FALSE,none,No humans present.,TRUE,M,0:01 center body shows floating unattached claw.,FALSE,none,Branch appears normal.,FALSE,none,Spatial arrangement is standard.,TRUE,M,0:02 top-center head movement is unnaturally fluid.,TRUE,M,0:01 center back feathers morph during movement.,FALSE,none,No continuity errors.,FALSE,none,No physics violations.,Floating unattached claw on the bird's body.,Bird anatomy is structurally impossible.,
w2_035_wan_20260719_184608,Wan,Gemini_3.1_Pro,2026-07-29,Real,35,FALSE,none,textures natural,FALSE,none,edges consistent,FALSE,none,lighting matches,FALSE,none,no watermark,FALSE,none,no humans,FALSE,none,fish normal,FALSE,none,no objects,FALSE,none,composition logical,FALSE,none,motion fluid,FALSE,none,identity maintained,FALSE,none,no errors,FALSE,none,physics normal,no strong artefacts observed,Standard underwater footage.,
w2_036_wan_20260719_185013,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00-0:02 center, skin and suit lack fine detail.",TRUE,M,"0:01 center right, fingers bleed into card edges.",FALSE,none,Lighting appears consistent.,FALSE,none,No watermark visible.,TRUE,M,"0:01 center, fingers morph and lack clear joints.",FALSE,none,No non-human subjects present.,TRUE,M,"0:01 center, playing cards have gibberish patterns.",FALSE,none,Spatial arrangement is plausible.,TRUE,M,"0:01-0:02 center, rigid cards bend non-rigidly.",TRUE,M,"0:01 center, card patterns shift during movement.",FALSE,none,No sudden appearances or shifts.,TRUE,M,"0:01 center, cards float without physical support.",Fingers morphing into non-rigid playing cards.,Multiple structural and temporal artifacts present.,
w2_037_wan_20260719_185419,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:00-0:02 center, skin and dress lack fine texture.",TRUE,M,"0:01 center, soft edges around dancer.",TRUE,M,"0:00-0:02 bottom, floor shadows mismatch spotlights.",FALSE,none,No watermark.,TRUE,M,"0:01 center, leg proportions slightly distorted.",FALSE,none,No non-human subjects.,FALSE,none,No mechanical objects.,TRUE,M,"0:00-0:02 background, spotlight arrangement illogical.",TRUE,M,"0:01-0:02 center, floaty jump physics.",TRUE,M,"0:00-0:02 bottom, shadow shape morphs unnaturally.",TRUE,M,"0:00-0:02 bottom, shadows shift inconsistently.",TRUE,M,"0:01 center, gravity appears slightly reduced.",Floor shadows mismatch lighting and morph unnaturally.,Multiple lighting and physics inconsistencies.,
w2_038_wan_20260719_185825,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,Waxy skin on reflection at 0:01 center.,TRUE,M,Fingers blend into brush at 0:00 center.,FALSE,none,No obvious lighting issues.,FALSE,none,No watermark visible.,TRUE,M,Merged fingers on hand at 0:01 center.,FALSE,none,No non-human subjects present.,TRUE,M,"Foreground object silver, reflection purple at 0:00 right.",TRUE,M,Reflection mismatched to foreground at 0:01 across frame.,TRUE,M,Independent motion of reflection at 0:02 across frame.,TRUE,M,Brush morphs slightly at 0:01 center.,FALSE,none,No sudden shifts.,TRUE,M,Mirror violates physics at 0:01 across frame.,Mirror reflection acts independently of foreground.,Clear AI generation due to mirror mismatch.,
w2_039_wan_20260719_190231,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center faces appear waxy.,TRUE,M,0:02 background crowd edges blur.,TRUE,M,0:01 bottom ground reflections mismatch.,FALSE,none,No watermark seen.,TRUE,M,0:02 center-left woman face distorted.,FALSE,none,No non-human subjects present.,TRUE,M,0:00 left awning text gibberish.,FALSE,none,Scene layout appears standard.,TRUE,M,0:01 center figures glide unnaturally.,TRUE,M,0:02 center faces morph mid-stride.,TRUE,M,0:02 background figures merge into shadows.,FALSE,none,No physics violations noted.,Gibberish text on left awning and morphing faces.,Multiple AI markers present.,
w2_040_wan_20260719_190637,Wan,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,"0:01 center, smooth dog coats.",FALSE,none,No boundary issues.,FALSE,none,Lighting consistent.,TRUE,M,"0:01 center-left, floating text.",FALSE,none,Human obscured.,TRUE,M,"0:01 center, dog reflection mismatch.",TRUE,M,"0:01 center, gibberish text.",TRUE,M,"0:01 center, impossible reflection.",FALSE,none,Motion limited.,FALSE,none,No identity drift.,TRUE,M,"0:01 center, reflection continuity error.",TRUE,M,"0:01 center, reflection physics fail.",Dog reflection does not match physical pose.,Gibberish text is also present.,
w2_001_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 face skin smoothed.,TRUE,M,0:01 soft hair edges.,FALSE,none,Lighting consistent.,TRUE,M,0:00 bottom-right KlingAI logo.,TRUE,M,0:02 teeth blending.,FALSE,none,No non-human subjects present.,FALSE,none,No object issues.,FALSE,none,Scene normal.,FALSE,none,No motion artifacts.,FALSE,none,Subject stable.,FALSE,none,No continuity errors.,FALSE,none,No physics violations.,Watermark indicates AI generation.,Video contains generator watermark.,
w2_002_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 face skin smoothed,TRUE,M,0:02 hair edges soft,FALSE,none,lighting consistent,TRUE,M,0:00 bottom-right logo,TRUE,M,0:02 teeth blended,FALSE,none,no non-human subjects present,FALSE,none,objects normal,FALSE,none,layout normal,TRUE,M,0:01 rigid head motion,FALSE,none,identity stable,TRUE,M,0:02 static steam bottom-right,FALSE,none,no physics issues,Watermark present in corner.,Video shows AI markers.,
w2_003_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:01 waxy skin texture on face,TRUE,M,0:01 glasses frame blends into hair right side,FALSE,none,lighting appears consistent,TRUE,M,0:00 KlingAI watermark bottom right,FALSE,none,anatomy appears normal,FALSE,none,no non-human subjects present,TRUE,M,0:02 book pages lack text detail bottom,FALSE,none,composition is standard,FALSE,none,motion is minimal,FALSE,none,features remain stable,FALSE,none,no continuity errors,FALSE,none,no physics violations,Watermark indicates AI generation.,Video contains clear generator watermark.,
w2_004_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,Waxy skin on face at 00:00 center.,FALSE,none,No boundary issues.,FALSE,none,Lighting appears consistent.,TRUE,M,KlingAI logo bottom right at 00:00.,FALSE,none,Anatomy appears normal.,FALSE,none,No non-human subjects present.,FALSE,none,Objects appear structurally sound.,TRUE,M,Reflection perspective off at 00:00 right.,FALSE,none,No motion artifacts observed.,TRUE,M,Reflection eyes open while subject closed at 00:01 right.,FALSE,none,No continuity errors.,TRUE,M,Reflection fails to mirror subject at 00:01 right.,Reflection eyes remain open while subject closes eyes.,Watermark confirms AI origin.,
w2_006_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:01 waxy skin on hands in center.,TRUE,M,0:01 soft edges around fingers in center.,FALSE,none,Lighting appears consistent.,TRUE,M,0:00 KlingAI watermark bottom-right.,TRUE,M,0:01 fingers merging on left hand in center.,FALSE,none,No non-human subjects present.,TRUE,M,0:02 keyboard keys lack standard symbols in lower-center.,FALSE,none,Scene arrangement is standard.,TRUE,M,0:01 fingers glide without pressing keys in center.,TRUE,M,0:02 finger shapes morph during movement in center.,FALSE,none,No sudden shifts observed.,TRUE,M,0:01 keys do not depress when struck in lower-center.,Watermark and merging fingers indicate synthesis.,Multiple structural and motion anomalies present.,
w2_007_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,"Waxy skin on thumb at 00:00, left side.",TRUE,M,"Glass rim blends with milk at 00:01, center.",FALSE,none,Lighting appears consistent.,TRUE,M,"KlingAI 3.0 watermark at 00:00, bottom-right.",FALSE,none,Thumb anatomy appears normal.,FALSE,none,No non-human subjects present.,TRUE,M,"Bottle neck geometry shifts at 00:02, center-left.",FALSE,none,Spatial arrangement is standard.,FALSE,none,No obvious motion artifacts.,FALSE,none,Objects maintain identity.,FALSE,none,No sudden shifts or pops.,TRUE,M,"Milk volume in bottle static at 00:01, center-left.",Visible KlingAI watermark confirms generation.,Watermark is definitive. Physics slightly off.,
w2_008_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:01 center hands show waxy skin.,TRUE,M,0:01 center fingers blend with laces.,FALSE,none,Lighting appears consistent.,TRUE,M,0:00 bottom-right KlingAI watermark.,TRUE,M,0:01 center fingers lack clear joints.,FALSE,none,No non-human subjects present.,TRUE,M,0:01 center laces merge into shoe.,FALSE,none,Scene layout normal.,TRUE,M,0:01 center fingers slide unnaturally.,FALSE,none,Objects maintain identity.,FALSE,none,No sudden shifts.,TRUE,M,0:01 center pulling lace creates no knot.,Watermark present and laces merge into fingers.,Clear AI generation markers.,
w2_009_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,70,TRUE,M,0:00 top right hand skin smooth.,FALSE,none,edges appear normal.,TRUE,M,0:01 center pen shadow misaligned.,TRUE,M,0:00 bottom right logo.,TRUE,M,0:01 top right finger grip awkward.,FALSE,none,no non-human subjects present.,TRUE,M,0:02 center text is gibberish.,FALSE,none,layout is standard.,FALSE,none,motion appears steady.,FALSE,none,objects stable.,FALSE,none,no sudden shifts.,TRUE,M,0:01 center ink appears oddly.,Logo visible in corner.,Text is unreadable.,
w2_011_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:01 center faces waxy.,TRUE,M,0:01 center soft edges on jackets.,FALSE,none,Lighting appears consistent.,TRUE,M,0:00 bottom-right KlingAI logo.,TRUE,M,0:02 left man profile distorted.,FALSE,none,no non-human subjects present,TRUE,M,0:00 left background cars melted.,FALSE,none,Scene layout normal.,FALSE,none,Cannot assess from stills.,TRUE,M,0:02 left man face shifts.,FALSE,none,No major continuity errors.,FALSE,none,No physics violations.,Watermark in corner indicates AI.,Video shows AI generation signs.,
w2_012_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:00 center faces waxy,TRUE,M,0:01 center hands soft,FALSE,none,lighting consistent,TRUE,M,0:00 bottom right watermark,TRUE,M,0:02 center hands malformed,FALSE,none,no non-human subjects,TRUE,M,0:01 center fork blends,TRUE,M,0:02 center layout changes,FALSE,none,no motion artifacts,TRUE,M,0:02 center character changes,TRUE,M,0:02 center abrupt cut,FALSE,none,no physics violations,Watermark present.,Multiple artifacts noted.,
w2_013_kling,Kling,Gemini_3.1_Pro,2026-07-29,AI-generated,75,TRUE,M,0:01 center woman face waxy.,TRUE,M,0:01 left man shoulder soft edge.,TRUE,M,0:02 right whiteboard shadow mismatch.,TRUE,M,0:00 bottom-right KlingAI logo.,TRUE,M,0:00 left man hand distorted.,FALSE,none,no non-human subjects present.,TRUE,M,0:01 right whiteboard gibberish text.,FALSE,none,scene layout plausible.,TRUE,M,0:01 left man arm non-rigid.,TRUE,M,0:02 right whiteboard drawings shift.,FALSE,none,no major continuity errors.,FALSE,none,no physics violations.,Watermark and gibberish text confirm AI generation.,Multiple structural and temporal artifacts present.,
